datetime,value,datetime_utc,datetime_new_york,is_dst_spring,is_dst_fall,datetime_london,datetime_tokyo,spring_dst_rules,fall_dst_rules,hour,hour_utc,time_diff,timezone,weekday,hour_diff,time_diff_hours,next_hour,time_until_next_hour,value_shifted,diff_value,pct_change_value
2022-02-11 17:00:00,1001,2022-02-11 17:00:00+00:00,2022-02-11 12:00:00-05:00,False,False,2022-02-11 17:00:00+00:00,2022-02-12 02:00:00+09:00,2022-02-11 12:00:00-05:00,2022-02-11 12:00:00-05:00,12,1970-01-01 00:00:00.000000012+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 13:00:00-05:00,0 days 01:00:00,1000.0,1.0,0.0009999999999998899
2022-02-11 18:00:00,1002,2022-02-11 18:00:00+00:00,2022-02-11 13:00:00-05:00,False,False,2022-02-11 18:00:00+00:00,2022-02-12 03:00:00+09:00,2022-02-11 13:00:00-05:00,2022-02-11 13:00:00-05:00,13,1970-01-01 00:00:00.000000013+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 14:00:00-05:00,0 days 01:00:00,1001.0,1.0,0.0009990009990010762
2022-02-11 19:00:00,1003,2022-02-11 19:00:00+00:00,2022-02-11 14:00:00-05:00,False,False,2022-02-11 19:00:00+00:00,2022-02-12 04:00:00+09:00,2022-02-11 14:00:00-05:00,2022-02-11 14:00:00-05:00,14,1970-01-01 00:00:00.000000014+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 15:00:00-05:00,0 days 01:00:00,1002.0,1.0,0.0009980039920158834
2022-02-11 20:00:00,1004,2022-02-11 20:00:00+00:00,2022-02-11 15:00:00-05:00,False,False,2022-02-11 20:00:00+00:00,2022-02-12 05:00:00+09:00,2022-02-11 15:00:00-05:00,2022-02-11 15:00:00-05:00,15,1970-01-01 00:00:00.000000015+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 16:00:00-05:00,0 days 01:00:00,1003.0,1.0,0.0009970089730808596
2022-02-11 21:00:00,1005,2022-02-11 21:00:00+00:00,2022-02-11 16:00:00-05:00,False,False,2022-02-11 21:00:00+00:00,2022-02-12 06:00:00+09:00,2022-02-11 16:00:00-05:00,2022-02-11 16:00:00-05:00,16,1970-01-01 00:00:00.000000016+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 17:00:00-05:00,0 days 01:00:00,1004.0,1.0,0.0009960159362549792
2022-02-11 22:00:00,1006,2022-02-11 22:00:00+00:00,2022-02-11 17:00:00-05:00,False,False,2022-02-11 22:00:00+00:00,2022-02-12 07:00:00+09:00,2022-02-11 17:00:00-05:00,2022-02-11 17:00:00-05:00,17,1970-01-01 00:00:00.000000017+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 18:00:00-05:00,0 days 01:00:00,1005.0,1.0,0.0009950248756218638
2022-02-11 23:00:00,1007,2022-02-11 23:00:00+00:00,2022-02-11 18:00:00-05:00,False,False,2022-02-11 23:00:00+00:00,2022-02-12 08:00:00+09:00,2022-02-11 18:00:00-05:00,2022-02-11 18:00:00-05:00,18,1970-01-01 00:00:00.000000018+00:00,0 days 01:00:00,America/New_York,Friday,-5,1.0,2022-02-11 19:00:00-05:00,0 days 01:00:00,1006.0,1.0,0.0009940357852882276
2022-02-12 00:00:00,1008,2022-02-12 00:00:00+00:00,2022-02-11 19:00:00-05:00,False,False,2022-02-12 00:00:00+00:00,2022-02-12 09:00:00+09:00,2022-02-11 19:00:00-05:00,2022-02-11 19:00:00-05:00,19,1970-01-01 00:00:00.000000019+00:00,0 days 01:00:00,America/New_York,Friday,19,1.0,2022-02-11 20:00:00-05:00,0 days 01:00:00,1007.0,1.0,0.0009930486593843213
2022-02-12 01:00:00,1009,2022-02-12 01:00:00+00:00,2022-02-11 20:00:00-05:00,False,False,2022-02-12 01:00:00+00:00,2022-02-12 10:00:00+09:00,2022-02-11 20:00:00-05:00,2022-02-11 20:00:00-05:00,20,1970-01-01 00:00:00.000000020+00:00,0 days 01:00:00,America/New_York,Friday,19,1.0,2022-02-11 21:00:00-05:00,0 days 01:00:00,1008.0,1.0,0.0009920634920634885
2022-02-12 02:00:00,1010,2022-02-12 02:00:00+00:00,2022-02-11 21:00:00-05:00,False,False,2022-02-12 02:00:00+00:00,2022-02-12 11:00:00+09:00,2022-02-11 21:00:00-05:00,2022-02-11 21:00:00-05:00,21,1970-01-01 00:00:00.000000021+00:00,0 days 01:00:00,America/New_York,Friday,19,1.0,2022-02-11 22:00:00-05:00,0 days 01:00:00,1009.0,1.0,0.0009910802775023875
2022-02-12 03:00:00,1011,2022-02-12 03:00:00+00:00,2022-02-11 22:00:00-05:00,False,False,2022-02-12 03:00:00+00:00,2022-02-12 12:00:00+09:00,2022-02-11 22:00:00-05:00,2022-02-11 22:00:00-05:00,22,1970-01-01 00:00:00.000000022+00:00,0 days 01:00:00,America/New_York,Friday,19,1.0,2022-02-11 23:00:00-05:00,0 days 01:00:00,1010.0,1.0,0.000990099009900991
2022-02-12 04:00:00,1012,2022-02-12 04:00:00+00:00,2022-02-11 23:00:00-05:00,False,False,2022-02-12 04:00:00+00:00,2022-02-12 13:00:00+09:00,2022-02-11 23:00:00-05:00,2022-02-11 23:00:00-05:00,23,1970-01-01 00:00:00.000000023+00:00,0 days 01:00:00,America/New_York,Friday,19,1.0,2022-02-12 00:00:00-05:00,0 days 01:00:00,1011.0,1.0,0.0009891196834816984
2022-02-12 05:00:00,1013,2022-02-12 05:00:00+00:00,2022-02-12 00:00:00-05:00,False,False,2022-02-12 05:00:00+00:00,2022-02-12 14:00:00+09:00,2022-02-12 00:00:00-05:00,2022-02-12 00:00:00-05:00,0,1970-01-01 00:00:00+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 01:00:00-05:00,0 days 01:00:00,1012.0,1.0,0.000988142292490224
2022-02-12 06:00:00,1014,2022-02-12 06:00:00+00:00,2022-02-12 01:00:00-05:00,False,False,2022-02-12 06:00:00+00:00,2022-02-12 15:00:00+09:00,2022-02-12 01:00:00-05:00,2022-02-12 01:00:00-05:00,1,1970-01-01 00:00:00.000000001+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 02:00:00-05:00,0 days 01:00:00,1013.0,1.0,0.000987166831194486
2022-02-12 07:00:00,1015,2022-02-12 07:00:00+00:00,2022-02-12 02:00:00-05:00,False,False,2022-02-12 07:00:00+00:00,2022-02-12 16:00:00+09:00,2022-02-12 02:00:00-05:00,2022-02-12 02:00:00-05:00,2,1970-01-01 00:00:00.000000002+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 03:00:00-05:00,0 days 01:00:00,1014.0,1.0,0.0009861932938854956
2022-02-12 08:00:00,1016,2022-02-12 08:00:00+00:00,2022-02-12 03:00:00-05:00,False,False,2022-02-12 08:00:00+00:00,2022-02-12 17:00:00+09:00,2022-02-12 03:00:00-05:00,2022-02-12 03:00:00-05:00,3,1970-01-01 00:00:00.000000003+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 04:00:00-05:00,0 days 01:00:00,1015.0,1.0,0.0009852216748769127
2022-02-12 09:00:00,1017,2022-02-12 09:00:00+00:00,2022-02-12 04:00:00-05:00,False,False,2022-02-12 09:00:00+00:00,2022-02-12 18:00:00+09:00,2022-02-12 04:00:00-05:00,2022-02-12 04:00:00-05:00,4,1970-01-01 00:00:00.000000004+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 05:00:00-05:00,0 days 01:00:00,1016.0,1.0,0.0009842519685039353
2022-02-12 10:00:00,1018,2022-02-12 10:00:00+00:00,2022-02-12 05:00:00-05:00,False,False,2022-02-12 10:00:00+00:00,2022-02-12 19:00:00+09:00,2022-02-12 05:00:00-05:00,2022-02-12 05:00:00-05:00,5,1970-01-01 00:00:00.000000005+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 06:00:00-05:00,0 days 01:00:00,1017.0,1.0,0.000983284169124854
2022-02-12 11:00:00,1019,2022-02-12 11:00:00+00:00,2022-02-12 06:00:00-05:00,False,False,2022-02-12 11:00:00+00:00,2022-02-12 20:00:00+09:00,2022-02-12 06:00:00-05:00,2022-02-12 06:00:00-05:00,6,1970-01-01 00:00:00.000000006+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 07:00:00-05:00,0 days 01:00:00,1018.0,1.0,0.0009823182711199419
2022-02-12 12:00:00,1020,2022-02-12 12:00:00+00:00,2022-02-12 07:00:00-05:00,False,False,2022-02-12 12:00:00+00:00,2022-02-12 21:00:00+09:00,2022-02-12 07:00:00-05:00,2022-02-12 07:00:00-05:00,7,1970-01-01 00:00:00.000000007+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 08:00:00-05:00,0 days 01:00:00,1019.0,1.0,0.0009813542688910104
2022-02-12 13:00:00,1021,2022-02-12 13:00:00+00:00,2022-02-12 08:00:00-05:00,False,False,2022-02-12 13:00:00+00:00,2022-02-12 22:00:00+09:00,2022-02-12 08:00:00-05:00,2022-02-12 08:00:00-05:00,8,1970-01-01 00:00:00.000000008+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 09:00:00-05:00,0 days 01:00:00,1020.0,1.0,0.0009803921568627416
2022-02-12 14:00:00,1022,2022-02-12 14:00:00+00:00,2022-02-12 09:00:00-05:00,False,False,2022-02-12 14:00:00+00:00,2022-02-12 23:00:00+09:00,2022-02-12 09:00:00-05:00,2022-02-12 09:00:00-05:00,9,1970-01-01 00:00:00.000000009+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 10:00:00-05:00,0 days 01:00:00,1021.0,1.0,0.0009794319294809117
2022-02-12 15:00:00,1023,2022-02-12 15:00:00+00:00,2022-02-12 10:00:00-05:00,False,False,2022-02-12 15:00:00+00:00,2022-02-13 00:00:00+09:00,2022-02-12 10:00:00-05:00,2022-02-12 10:00:00-05:00,10,1970-01-01 00:00:00.000000010+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 11:00:00-05:00,0 days 01:00:00,1022.0,1.0,0.0009784735812132794
2022-02-12 16:00:00,1024,2022-02-12 16:00:00+00:00,2022-02-12 11:00:00-05:00,False,False,2022-02-12 16:00:00+00:00,2022-02-13 01:00:00+09:00,2022-02-12 11:00:00-05:00,2022-02-12 11:00:00-05:00,11,1970-01-01 00:00:00.000000011+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 12:00:00-05:00,0 days 01:00:00,1023.0,1.0,0.0009775171065493637
2022-02-12 17:00:00,1025,2022-02-12 17:00:00+00:00,2022-02-12 12:00:00-05:00,False,False,2022-02-12 17:00:00+00:00,2022-02-13 02:00:00+09:00,2022-02-12 12:00:00-05:00,2022-02-12 12:00:00-05:00,12,1970-01-01 00:00:00.000000012+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 13:00:00-05:00,0 days 01:00:00,1024.0,1.0,0.0009765625
2022-02-12 18:00:00,1026,2022-02-12 18:00:00+00:00,2022-02-12 13:00:00-05:00,False,False,2022-02-12 18:00:00+00:00,2022-02-13 03:00:00+09:00,2022-02-12 13:00:00-05:00,2022-02-12 13:00:00-05:00,13,1970-01-01 00:00:00.000000013+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 14:00:00-05:00,0 days 01:00:00,1025.0,1.0,0.0009756097560975618
2022-02-12 19:00:00,1027,2022-02-12 19:00:00+00:00,2022-02-12 14:00:00-05:00,False,False,2022-02-12 19:00:00+00:00,2022-02-13 04:00:00+09:00,2022-02-12 14:00:00-05:00,2022-02-12 14:00:00-05:00,14,1970-01-01 00:00:00.000000014+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 15:00:00-05:00,0 days 01:00:00,1026.0,1.0,0.0009746588693957392
2022-02-12 20:00:00,1028,2022-02-12 20:00:00+00:00,2022-02-12 15:00:00-05:00,False,False,2022-02-12 20:00:00+00:00,2022-02-13 05:00:00+09:00,2022-02-12 15:00:00-05:00,2022-02-12 15:00:00-05:00,15,1970-01-01 00:00:00.000000015+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 16:00:00-05:00,0 days 01:00:00,1027.0,1.0,0.0009737098344693162
2022-02-12 21:00:00,1029,2022-02-12 21:00:00+00:00,2022-02-12 16:00:00-05:00,False,False,2022-02-12 21:00:00+00:00,2022-02-13 06:00:00+09:00,2022-02-12 16:00:00-05:00,2022-02-12 16:00:00-05:00,16,1970-01-01 00:00:00.000000016+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 17:00:00-05:00,0 days 01:00:00,1028.0,1.0,0.0009727626459143934
2022-02-12 22:00:00,1030,2022-02-12 22:00:00+00:00,2022-02-12 17:00:00-05:00,False,False,2022-02-12 22:00:00+00:00,2022-02-13 07:00:00+09:00,2022-02-12 17:00:00-05:00,2022-02-12 17:00:00-05:00,17,1970-01-01 00:00:00.000000017+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 18:00:00-05:00,0 days 01:00:00,1029.0,1.0,0.0009718172983479434
2022-02-12 23:00:00,1031,2022-02-12 23:00:00+00:00,2022-02-12 18:00:00-05:00,False,False,2022-02-12 23:00:00+00:00,2022-02-13 08:00:00+09:00,2022-02-12 18:00:00-05:00,2022-02-12 18:00:00-05:00,18,1970-01-01 00:00:00.000000018+00:00,0 days 01:00:00,America/New_York,Saturday,-5,1.0,2022-02-12 19:00:00-05:00,0 days 01:00:00,1030.0,1.0,0.000970873786407811
2022-02-13 00:00:00,1032,2022-02-13 00:00:00+00:00,2022-02-12 19:00:00-05:00,False,False,2022-02-13 00:00:00+00:00,2022-02-13 09:00:00+09:00,2022-02-12 19:00:00-05:00,2022-02-12 19:00:00-05:00,19,1970-01-01 00:00:00.000000019+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-02-12 20:00:00-05:00,0 days 01:00:00,1031.0,1.0,0.0009699321047527132
2022-02-13 01:00:00,1033,2022-02-13 01:00:00+00:00,2022-02-12 20:00:00-05:00,False,False,2022-02-13 01:00:00+00:00,2022-02-13 10:00:00+09:00,2022-02-12 20:00:00-05:00,2022-02-12 20:00:00-05:00,20,1970-01-01 00:00:00.000000020+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-02-12 21:00:00-05:00,0 days 01:00:00,1032.0,1.0,0.0009689922480620172
2022-02-13 02:00:00,1034,2022-02-13 02:00:00+00:00,2022-02-12 21:00:00-05:00,False,False,2022-02-13 02:00:00+00:00,2022-02-13 11:00:00+09:00,2022-02-12 21:00:00-05:00,2022-02-12 21:00:00-05:00,21,1970-01-01 00:00:00.000000021+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-02-12 22:00:00-05:00,0 days 01:00:00,1033.0,1.0,0.0009680542110357404
2022-02-13 03:00:00,1035,2022-02-13 03:00:00+00:00,2022-02-12 22:00:00-05:00,False,False,2022-02-13 03:00:00+00:00,2022-02-13 12:00:00+09:00,2022-02-12 22:00:00-05:00,2022-02-12 22:00:00-05:00,22,1970-01-01 00:00:00.000000022+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-02-12 23:00:00-05:00,0 days 01:00:00,1034.0,1.0,0.0009671179883945502
2022-02-13 04:00:00,1036,2022-02-13 04:00:00+00:00,2022-02-12 23:00:00-05:00,False,False,2022-02-13 04:00:00+00:00,2022-02-13 13:00:00+09:00,2022-02-12 23:00:00-05:00,2022-02-12 23:00:00-05:00,23,1970-01-01 00:00:00.000000023+00:00,0 days 01:00:00,America/New_York,Saturday,19,1.0,2022-02-13 00:00:00-05:00,0 days 01:00:00,1035.0,1.0,0.0009661835748793202
2022-02-13 05:00:00,1037,2022-02-13 05:00:00+00:00,2022-02-13 00:00:00-05:00,False,False,2022-02-13 05:00:00+00:00,2022-02-13 14:00:00+09:00,2022-02-13 00:00:00-05:00,2022-02-13 00:00:00-05:00,0,1970-01-01 00:00:00+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 01:00:00-05:00,0 days 01:00:00,1036.0,1.0,0.0009652509652509078
2022-02-13 06:00:00,1038,2022-02-13 06:00:00+00:00,2022-02-13 01:00:00-05:00,False,False,2022-02-13 06:00:00+00:00,2022-02-13 15:00:00+09:00,2022-02-13 01:00:00-05:00,2022-02-13 01:00:00-05:00,1,1970-01-01 00:00:00.000000001+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 02:00:00-05:00,0 days 01:00:00,1037.0,1.0,0.0009643201542912649
2022-02-13 07:00:00,1039,2022-02-13 07:00:00+00:00,2022-02-13 02:00:00-05:00,False,False,2022-02-13 07:00:00+00:00,2022-02-13 16:00:00+09:00,2022-02-13 02:00:00-05:00,2022-02-13 02:00:00-05:00,2,1970-01-01 00:00:00.000000002+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 03:00:00-05:00,0 days 01:00:00,1038.0,1.0,0.0009633911368014392
2022-02-13 08:00:00,1040,2022-02-13 08:00:00+00:00,2022-02-13 03:00:00-05:00,False,False,2022-02-13 08:00:00+00:00,2022-02-13 17:00:00+09:00,2022-02-13 03:00:00-05:00,2022-02-13 03:00:00-05:00,3,1970-01-01 00:00:00.000000003+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 04:00:00-05:00,0 days 01:00:00,1039.0,1.0,0.0009624639076035724
2022-02-13 09:00:00,1041,2022-02-13 09:00:00+00:00,2022-02-13 04:00:00-05:00,False,False,2022-02-13 09:00:00+00:00,2022-02-13 18:00:00+09:00,2022-02-13 04:00:00-05:00,2022-02-13 04:00:00-05:00,4,1970-01-01 00:00:00.000000004+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 05:00:00-05:00,0 days 01:00:00,1040.0,1.0,0.0009615384615384581
2022-02-13 10:00:00,1042,2022-02-13 10:00:00+00:00,2022-02-13 05:00:00-05:00,False,False,2022-02-13 10:00:00+00:00,2022-02-13 19:00:00+09:00,2022-02-13 05:00:00-05:00,2022-02-13 05:00:00-05:00,5,1970-01-01 00:00:00.000000005+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 06:00:00-05:00,0 days 01:00:00,1041.0,1.0,0.0009606147934677622
2022-02-13 11:00:00,1043,2022-02-13 11:00:00+00:00,2022-02-13 06:00:00-05:00,False,False,2022-02-13 11:00:00+00:00,2022-02-13 20:00:00+09:00,2022-02-13 06:00:00-05:00,2022-02-13 06:00:00-05:00,6,1970-01-01 00:00:00.000000006+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 07:00:00-05:00,0 days 01:00:00,1042.0,1.0,0.0009596928982724684
2022-02-13 12:00:00,1044,2022-02-13 12:00:00+00:00,2022-02-13 07:00:00-05:00,False,False,2022-02-13 12:00:00+00:00,2022-02-13 21:00:00+09:00,2022-02-13 07:00:00-05:00,2022-02-13 07:00:00-05:00,7,1970-01-01 00:00:00.000000007+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 08:00:00-05:00,0 days 01:00:00,1043.0,1.0,0.0009587727708533222
2022-02-13 13:00:00,1045,2022-02-13 13:00:00+00:00,2022-02-13 08:00:00-05:00,False,False,2022-02-13 13:00:00+00:00,2022-02-13 22:00:00+09:00,2022-02-13 08:00:00-05:00,2022-02-13 08:00:00-05:00,8,1970-01-01 00:00:00.000000008+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 09:00:00-05:00,0 days 01:00:00,1044.0,1.0,0.0009578544061301653
2022-02-13 14:00:00,1046,2022-02-13 14:00:00+00:00,2022-02-13 09:00:00-05:00,False,False,2022-02-13 14:00:00+00:00,2022-02-13 23:00:00+09:00,2022-02-13 09:00:00-05:00,2022-02-13 09:00:00-05:00,9,1970-01-01 00:00:00.000000009+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 10:00:00-05:00,0 days 01:00:00,1045.0,1.0,0.000956937799043045
2022-02-13 15:00:00,1047,2022-02-13 15:00:00+00:00,2022-02-13 10:00:00-05:00,False,False,2022-02-13 15:00:00+00:00,2022-02-14 00:00:00+09:00,2022-02-13 10:00:00-05:00,2022-02-13 10:00:00-05:00,10,1970-01-01 00:00:00.000000010+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 11:00:00-05:00,0 days 01:00:00,1046.0,1.0,0.0009560229445506607
2022-02-13 16:00:00,1048,2022-02-13 16:00:00+00:00,2022-02-13 11:00:00-05:00,False,False,2022-02-13 16:00:00+00:00,2022-02-14 01:00:00+09:00,2022-02-13 11:00:00-05:00,2022-02-13 11:00:00-05:00,11,1970-01-01 00:00:00.000000011+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 12:00:00-05:00,0 days 01:00:00,1047.0,1.0,0.0009551098376312517
2022-02-13 17:00:00,1049,2022-02-13 17:00:00+00:00,2022-02-13 12:00:00-05:00,False,False,2022-02-13 17:00:00+00:00,2022-02-14 02:00:00+09:00,2022-02-13 12:00:00-05:00,2022-02-13 12:00:00-05:00,12,1970-01-01 00:00:00.000000012+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 13:00:00-05:00,0 days 01:00:00,1048.0,1.0,0.000954198473282375
2022-02-13 18:00:00,1050,2022-02-13 18:00:00+00:00,2022-02-13 13:00:00-05:00,False,False,2022-02-13 18:00:00+00:00,2022-02-14 03:00:00+09:00,2022-02-13 13:00:00-05:00,2022-02-13 13:00:00-05:00,13,1970-01-01 00:00:00.000000013+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 14:00:00-05:00,0 days 01:00:00,1049.0,1.0,0.0009532888465204614
2022-02-13 19:00:00,1051,2022-02-13 19:00:00+00:00,2022-02-13 14:00:00-05:00,False,False,2022-02-13 19:00:00+00:00,2022-02-14 04:00:00+09:00,2022-02-13 14:00:00-05:00,2022-02-13 14:00:00-05:00,14,1970-01-01 00:00:00.000000014+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 15:00:00-05:00,0 days 01:00:00,1050.0,1.0,0.0009523809523810378
2022-02-13 20:00:00,1052,2022-02-13 20:00:00+00:00,2022-02-13 15:00:00-05:00,False,False,2022-02-13 20:00:00+00:00,2022-02-14 05:00:00+09:00,2022-02-13 15:00:00-05:00,2022-02-13 15:00:00-05:00,15,1970-01-01 00:00:00.000000015+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 16:00:00-05:00,0 days 01:00:00,1051.0,1.0,0.0009514747859182826
2022-02-13 21:00:00,1053,2022-02-13 21:00:00+00:00,2022-02-13 16:00:00-05:00,False,False,2022-02-13 21:00:00+00:00,2022-02-14 06:00:00+09:00,2022-02-13 16:00:00-05:00,2022-02-13 16:00:00-05:00,16,1970-01-01 00:00:00.000000016+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 17:00:00-05:00,0 days 01:00:00,1052.0,1.0,0.000950570342205248
2022-02-13 22:00:00,1054,2022-02-13 22:00:00+00:00,2022-02-13 17:00:00-05:00,False,False,2022-02-13 22:00:00+00:00,2022-02-14 07:00:00+09:00,2022-02-13 17:00:00-05:00,2022-02-13 17:00:00-05:00,17,1970-01-01 00:00:00.000000017+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 18:00:00-05:00,0 days 01:00:00,1053.0,1.0,0.0009496676163343043
2022-02-13 23:00:00,1055,2022-02-13 23:00:00+00:00,2022-02-13 18:00:00-05:00,False,False,2022-02-13 23:00:00+00:00,2022-02-14 08:00:00+09:00,2022-02-13 18:00:00-05:00,2022-02-13 18:00:00-05:00,18,1970-01-01 00:00:00.000000018+00:00,0 days 01:00:00,America/New_York,Sunday,-5,1.0,2022-02-13 19:00:00-05:00,0 days 01:00:00,1054.0,1.0,0.000948766603415585
2022-02-14 00:00:00,1056,2022-02-14 00:00:00+00:00,2022-02-13 19:00:00-05:00,False,False,2022-02-14 00:00:00+00:00,2022-02-14 09:00:00+09:00,2022-02-13 19:00:00-05:00,2022-02-13 19:00:00-05:00,19,1970-01-01 00:00:00.000000019+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-02-13 20:00:00-05:00,0 days 01:00:00,1055.0,1.0,0.0009478672985780978
2022-02-14 01:00:00,1057,2022-02-14 01:00:00+00:00,2022-02-13 20:00:00-05:00,False,False,2022-02-14 01:00:00+00:00,2022-02-14 10:00:00+09:00,2022-02-13 20:00:00-05:00,2022-02-13 20:00:00-05:00,20,1970-01-01 00:00:00.000000020+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-02-13 21:00:00-05:00,0 days 01:00:00,1056.0,1.0,0.0009469696969697239
2022-02-14 02:00:00,1058,2022-02-14 02:00:00+00:00,2022-02-13 21:00:00-05:00,False,False,2022-02-14 02:00:00+00:00,2022-02-14 11:00:00+09:00,2022-02-13 21:00:00-05:00,2022-02-13 21:00:00-05:00,21,1970-01-01 00:00:00.000000021+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-02-13 22:00:00-05:00,0 days 01:00:00,1057.0,1.0,0.0009460737937558861
2022-02-14 03:00:00,1059,2022-02-14 03:00:00+00:00,2022-02-13 22:00:00-05:00,False,False,2022-02-14 03:00:00+00:00,2022-02-14 12:00:00+09:00,2022-02-13 22:00:00-05:00,2022-02-13 22:00:00-05:00,22,1970-01-01 00:00:00.000000022+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-02-13 23:00:00-05:00,0 days 01:00:00,1058.0,1.0,0.000945179584120881
2022-02-14 04:00:00,1060,2022-02-14 04:00:00+00:00,2022-02-13 23:00:00-05:00,False,False,2022-02-14 04:00:00+00:00,2022-02-14 13:00:00+09:00,2022-02-13 23:00:00-05:00,2022-02-13 23:00:00-05:00,23,1970-01-01 00:00:00.000000023+00:00,0 days 01:00:00,America/New_York,Sunday,19,1.0,2022-02-14 00:00:00-05:00,0 days 01:00:00,1059.0,1.0,0.0009442870632672129
2022-02-14 05:00:00,1061,2022-02-14 05:00:00+00:00,2022-02-14 00:00:00-05:00,False,False,2022-02-14 05:00:00+00:00,2022-02-14 14:00:00+09:00,2022-02-14 00:00:00-05:00,2022-02-14 00:00:00-05:00,0,1970-01-01 00:00:00+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-02-14 01:00:00-05:00,0 days 01:00:00,1060.0,1.0,0.0009433962264151496
2022-02-14 06:00:00,1062,2022-02-14 06:00:00+00:00,2022-02-14 01:00:00-05:00,False,False,2022-02-14 06:00:00+00:00,2022-02-14 15:00:00+09:00,2022-02-14 01:00:00-05:00,2022-02-14 01:00:00-05:00,1,1970-01-01 00:00:00.000000001+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-02-14 02:00:00-05:00,0 days 01:00:00,1061.0,1.0,0.0009425070688029447
2022-02-14 07:00:00,1063,2022-02-14 07:00:00+00:00,2022-02-14 02:00:00-05:00,False,False,2022-02-14 07:00:00+00:00,2022-02-14 16:00:00+09:00,2022-02-14 02:00:00-05:00,2022-02-14 02:00:00-05:00,2,1970-01-01 00:00:00.000000002+00:00,0 days 01:00:00,America/New_York,Monday,-5,1.0,2022-02-14 03:00:00-05:00,0 days 01:00:00,1062.0,1.0,0.0009416195856872811
